,Latitude,Longitude,Region,Type,Collection Date,d2H,d18O,D17O,d2H_Analytical_SD,d18O_Analytical_SD
Country Code,20.1,-98.2867819,South Mexico,Tap,1/1/01,-53.55099869,-7.637000084,,,
Country Code,20.1,-98.0367819,South Mexico,Tap,1/1/01,-51.19100189,-7.395999908,,,
Country Code,20.1,-97.7867819,South Mexico,Tap,1/1/01,-49.09500122,-7.190999985,,,
Country Code,20.1,-97.5367819,South Mexico,Tap,1/1/01,-48.2859993,-7.127999783,,,
Country Code,20.1,-97.2867819,South Mexico,Tap,1/1/01,-46.99200058,-7.014999866,,,
Country Code,20.1,-97.0367819,South Mexico,Tap,1/1/01,-46.08599854,-6.947000027,,,
Country Code,20.1,-96.7867819,South Mexico,Tap,1/1/01,-44.76699829,-6.826000214,,,
Country Code,20.1,-90.2867819,Yucatan,Tap,1/1/01,-24.92900085,-4.150000095,,,
Country Code,20.1,-90.0367819,Yucatan,Tap,1/1/01,-25.08399963,-4.136000156,,,
Country Code,20.1,-89.7867819,Yucatan,Tap,1/1/01,-25.28800011,-4.157000065,,,
Country Code,20.1,-89.5367819,Yucatan,Tap,1/1/01,-25.42499924,-4.198999882,,,
Country Code,20.1,-89.2867819,Yucatan,Tap,1/1/01,-25.25099945,-4.199999809,,,
Country Code,20.1,-89.0367819,Yucatan,Tap,1/1/01,-24.94499969,-4.164000034,,,
Country Code,20.1,-88.7867819,Yucatan,Tap,1/1/01,-24.46100044,-4.119999886,,,
Country Code,20.1,-88.5367819,Yucatan,Tap,1/1/01,-23.81599998,-4.065999985,,,
Country Code,20.1,-88.2867819,Yucatan,Tap,1/1/01,-22.99900055,-3.980999947,,,
Country Code,20.1,-88.0367819,Yucatan,Tap,1/1/01,-21.53899956,-3.778000116,,,
Country Code,20.1,-87.7867819,Yucatan,Tap,1/1/01,-20.42900085,-3.632999897,,,
Country Code,20.1,-87.5367819,Yucatan,Tap,1/1/01,-20.04999924,-3.625999928,,,
Country Code,19.85,-105.2867819,South Mexico,Tap,1/1/01,-56.56000137,-7.888000011,,,
Country Code,19.85,-105.0367819,South Mexico,Tap,1/1/01,-57.20100021,-7.959000111,,,
Country Code,19.85,-104.7867819,South Mexico,Tap,1/1/01,-58.01900101,-8.045999527,,,
Country Code,19.85,-104.5367819,South Mexico,Tap,1/1/01,-59.10800171,-8.152999878,,,
Country Code,19.85,-104.2867819,South Mexico,Tap,1/1/01,-60.56100082,-8.286000252,,,
Country Code,19.85,-104.0367819,South Mexico,Tap,1/1/01,-59.09700012,-8.104000092,,,
Country Code,19.85,-103.7867819,South Mexico,Tap,1/1/01,-56.78699875,-7.781000137,,,
Country Code,19.85,-103.5367819,South Mexico,Tap,1/1/01,-55.44800186,-7.571000099,,,
Country Code,19.85,-103.2867819,South Mexico,Tap,1/1/01,-55.2179985,-7.505000114,,,
Country Code,19.85,-103.0367819,South Mexico,Tap,1/1/01,-56.04899979,-7.581999779,,,
Country Code,19.85,-102.7867819,South Mexico,Tap,1/1/01,-57.56200027,-7.754000187,,,
Country Code,19.85,-102.5367819,South Mexico,Tap,1/1/01,-59.22200012,-7.938000202,,,
Country Code,19.85,-102.2867819,South Mexico,Tap,1/1/01,-61.01599884,-8.168000221,,,
Country Code,19.85,-102.0367819,South Mexico,Tap,1/1/01,-62.85800171,-8.413000107,,,
Country Code,19.85,-101.7867819,South Mexico,Tap,1/1/01,-64.59999847,-8.668000221,,,
Country Code,19.85,-101.5367819,South Mexico,Tap,1/1/01,-66.5,-8.930999756,,,
Country Code,19.85,-101.2867819,South Mexico,Tap,1/1/01,-68.18199921,-9.175999641,,,
Country Code,19.85,-101.0367819,South Mexico,Tap,1/1/01,-68.57299805,-9.244000435,,,
Country Code,19.85,-100.7867819,South Mexico,Tap,1/1/01,-68.61000061,-9.258000374,,,
Country Code,19.85,-100.5367819,South Mexico,Tap,1/1/01,-68.73300171,-9.286000252,,,
Country Code,19.85,-100.2867819,South Mexico,Tap,1/1/01,-69.32299805,-9.371999741,,,
Country Code,19.85,-100.0367819,South Mexico,Tap,1/1/01,-69.54499817,-9.418999672,,,
Country Code,19.85,-99.7867819,South Mexico,Tap,1/1/01,-69.24700165,-9.378000259,,,
Country Code,19.85,-99.5367819,South Mexico,Tap,1/1/01,-68.03700256,-9.180000305,,,
Country Code,19.85,-99.2867819,South Mexico,Tap,1/1/01,-66.07800293,-8.871999741,,,
Country Code,19.85,-99.0367819,South Mexico,Tap,1/1/01,-64.25800323,-8.642999649,,,
Country Code,19.85,-98.7867819,South Mexico,Tap,1/1/01,-60.85200119,-8.362000465,,,
Country Code,19.85,-98.5367819,South Mexico,Tap,1/1/01,-58.67399979,-8.154999733,,,
Country Code,19.85,-98.2867819,South Mexico,Tap,1/1/01,-55.8769989,-7.861999989,,,
Country Code,19.85,-98.0367819,South Mexico,Tap,1/1/01,-53.75799942,-7.642000198,,,
Country Code,19.85,-97.7867819,South Mexico,Tap,1/1/01,-51.8730011,-7.451000214,,,
Country Code,19.85,-97.5367819,South Mexico,Tap,1/1/01,-50.23400116,-7.295000076,,,
Country Code,19.85,-97.2867819,South Mexico,Tap,1/1/01,-48.91199875,-7.179999828,,,
Country Code,19.85,-97.0367819,South Mexico,Tap,1/1/01,-48.69800186,-7.178999901,,,
Country Code,19.85,-96.7867819,South Mexico,Tap,1/1/01,-47.91600037,-7.125,,,
Country Code,19.85,-96.5367819,South Mexico,Tap,1/1/01,-46.92300034,-7.037000179,,,
Country Code,19.85,-90.5367819,Yucatan,Tap,1/1/01,-23.61400032,-4.032999992,,,
Country Code,19.85,-90.2867819,Yucatan,Tap,1/1/01,-23.99799919,-3.980999947,,,
Country Code,19.85,-90.0367819,Yucatan,Tap,1/1/01,-24.40099907,-4,,,
Country Code,19.85,-89.7867819,Yucatan,Tap,1/1/01,-24.6590004,-4.03399992,,,
Country Code,19.85,-89.5367819,Yucatan,Tap,1/1/01,-24.62100029,-4.046000004,,,
Country Code,19.85,-89.2867819,Yucatan,Tap,1/1/01,-24.88599968,-4.110000134,,,
Country Code,19.85,-89.0367819,Yucatan,Tap,1/1/01,-24.56500053,-4.086999893,,,
Country Code,19.85,-88.7867819,Yucatan,Tap,1/1/01,-24.92900085,-4.181000233,,,
Country Code,19.85,-88.5367819,Yucatan,Tap,1/1/01,-24.49099922,-4.157999992,,,
Country Code,19.85,-88.2867819,Yucatan,Tap,1/1/01,-22.9279995,-3.903000116,,,
Country Code,19.85,-88.0367819,Yucatan,Tap,1/1/01,-21.77799988,-3.739000082,,,
Country Code,19.85,-87.7867819,Yucatan,Tap,1/1/01,-21.39699936,-3.72300005,,,
Country Code,19.85,-87.5367819,Yucatan,Tap,1/1/01,-21.40800095,-3.760999918,,,
Country Code,19.6,-105.0367819,South Mexico,Tap,1/1/01,-57.25,-8.039999962,,,
Country Code,19.6,-104.7867819,South Mexico,Tap,1/1/01,-58.08399963,-8.151000023,,,
Country Code,19.6,-104.5367819,South Mexico,Tap,1/1/01,-59.0929985,-8.269000053,,,
Country Code,19.6,-104.2867819,South Mexico,Tap,1/1/01,-59.95299911,-8.345999718,,,
Country Code,19.6,-104.0367819,South Mexico,Tap,1/1/01,-59.26100159,-8.222999573,,,
Country Code,19.6,-103.7867819,South Mexico,Tap,1/1/01,-57.76200104,-7.978000164,,,
Country Code,19.6,-103.5367819,South Mexico,Tap,1/1/01,-56.75,-7.788000107,,,
Country Code,19.6,-103.2867819,South Mexico,Tap,1/1/01,-56.70000076,-7.728000164,,,
Country Code,19.6,-103.0367819,South Mexico,Tap,1/1/01,-57.27600098,-7.760000229,,,
Country Code,19.6,-102.7867819,South Mexico,Tap,1/1/01,-58.32500076,-7.84800005,,,
Country Code,19.6,-102.5367819,South Mexico,Tap,1/1/01,-59.38600159,-7.960999966,,,
Country Code,19.6,-102.2867819,South Mexico,Tap,1/1/01,-60.56200027,-8.102999687,,,
Country Code,19.6,-102.0367819,South Mexico,Tap,1/1/01,-61.76399994,-8.262000084,,,
Country Code,19.6,-101.7867819,South Mexico,Tap,1/1/01,-63.07500076,-8.458000183,,,
Country Code,19.6,-101.5367819,South Mexico,Tap,1/1/01,-64.5510025,-8.656999588,,,
Country Code,19.6,-101.2867819,South Mexico,Tap,1/1/01,-65.8730011,-8.852000237,,,
Country Code,19.6,-101.0367819,South Mexico,Tap,1/1/01,-66.51699829,-8.956000328,,,
Country Code,19.6,-100.7867819,South Mexico,Tap,1/1/01,-67.18399811,-9.06499958,,,
Country Code,19.6,-100.5367819,South Mexico,Tap,1/1/01,-67.98600006,-9.196000099,,,
Country Code,19.6,-100.2867819,South Mexico,Tap,1/1/01,-69.34500122,-9.401000023,,,
Country Code,19.6,-100.0367819,South Mexico,Tap,1/1/01,-70.46900177,-9.593999863,,,
Country Code,19.6,-99.7867819,South Mexico,Tap,1/1/01,-70.99199677,-9.69299984,,,
Country Code,19.6,-99.5367819,South Mexico,Tap,1/1/01,-69.53700256,-9.470000267,,,
Country Code,19.6,-99.2867819,South Mexico,Tap,1/1/01,-66.34899902,-8.961999893,,,
Country Code,19.6,-99.0367819,South Mexico,Tap,1/1/01,-63.96900177,-8.704000473,,,
Country Code,19.6,-98.7867819,South Mexico,Tap,1/1/01,-63.69599915,-8.680999756,,,
Country Code,19.6,-98.5367819,South Mexico,Tap,1/1/01,-60.3030014,-8.342000008,,,
Country Code,19.6,-98.2867819,South Mexico,Tap,1/1/01,-57.97600174,-8.06799984,,,
Country Code,19.6,-98.0367819,South Mexico,Tap,1/1/01,-56.05699921,-7.850999832,,,
Country Code,19.6,-97.7867819,South Mexico,Tap,1/1/01,-54.28099823,-7.664000034,,,
Country Code,19.6,-97.5367819,South Mexico,Tap,1/1/01,-53.48099899,-7.597000122,,,
Country Code,19.6,-97.2867819,South Mexico,Tap,1/1/01,-52.37099838,-7.5,,,
Country Code,19.6,-97.0367819,South Mexico,Tap,1/1/01,-51.50999832,-7.434999943,,,
Country Code,19.6,-96.7867819,South Mexico,Tap,1/1/01,-51.70500183,-7.481999874,,,
Country Code,19.6,-96.5367819,South Mexico,Tap,1/1/01,-51.2140007,-7.454999924,,,
Country Code,19.6,-90.5367819,Yucatan,Tap,1/1/01,-23.15099907,-3.717000008,,,
Country Code,19.6,-90.2867819,Yucatan,Tap,1/1/01,-23.68199921,-3.845000029,,,
Country Code,19.6,-90.0367819,Yucatan,Tap,1/1/01,-24.05800056,-3.911999941,,,
Country Code,19.6,-89.7867819,Yucatan,Tap,1/1/01,-24.30999947,-3.957999945,,,
Country Code,19.6,-89.5367819,Yucatan,Tap,1/1/01,-24.43899918,-3.993000031,,,
Country Code,19.6,-89.2867819,Yucatan,Tap,1/1/01,-24.31599998,-3.977999926,,,
Country Code,19.6,-89.0367819,Yucatan,Tap,1/1/01,-24.10400009,-3.967999935,,,
Country Code,19.6,-88.7867819,Yucatan,Tap,1/1/01,-23.51399994,-3.95600009,,,
Country Code,19.6,-88.5367819,Yucatan,Tap,1/1/01,-23.93600082,-4.066999912,,,
Country Code,19.6,-88.2867819,Yucatan,Tap,1/1/01,-22.74300003,-3.821000099,,,
Country Code,19.6,-88.0367819,Yucatan,Tap,1/1/01,-22.38500023,-3.799000025,,,
Country Code,19.6,-87.7867819,Yucatan,Tap,1/1/01,-22.25499916,-3.811000109,,,
Country Code,19.35,-104.7867819,South Mexico,Tap,1/1/01,-57.63700104,-8.208000183,,,
Country Code,19.35,-104.5367819,South Mexico,Tap,1/1/01,-58.25999832,-8.329999924,,,
Country Code,19.35,-104.2867819,South Mexico,Tap,1/1/01,-58.60900116,-8.369000435,,,
Country Code,19.35,-104.0367819,South Mexico,Tap,1/1/01,-58.36700058,-8.248999596,,,
Country Code,19.35,-103.7867819,South Mexico,Tap,1/1/01,-57.79600143,-8.071000099,,,
Country Code,19.35,-103.5367819,South Mexico,Tap,1/1/01,-57.38000107,-7.925000191,,,
Country Code,19.35,-103.2867819,South Mexico,Tap,1/1/01,-57.66999817,-7.875999928,,,
Country Code,19.35,-103.0367819,South Mexico,Tap,1/1/01,-58.22499847,-7.899000168,,,
Country Code,19.35,-102.7867819,South Mexico,Tap,1/1/01,-58.94100189,-7.953999996,,,
Country Code,19.35,-102.5367819,South Mexico,Tap,1/1/01,-59.36899948,-7.972000122,,,
Country Code,19.35,-102.2867819,South Mexico,Tap,1/1/01,-59.94900131,-8.027000427,,,
Country Code,19.35,-102.0367819,South Mexico,Tap,1/1/01,-60.625,-8.109000206,,,
Country Code,19.35,-101.7867819,South Mexico,Tap,1/1/01,-61.49499893,-8.241000175,,,
Country Code,19.35,-101.5367819,South Mexico,Tap,1/1/01,-62.56800079,-8.37899971,,,
Country Code,19.35,-101.2867819,South Mexico,Tap,1/1/01,-63.51200104,-8.524999619,,,
Country Code,19.35,-101.0367819,South Mexico,Tap,1/1/01,-64.40699768,-8.652000427,,,
Country Code,19.35,-100.7867819,South Mexico,Tap,1/1/01,-65.31199646,-8.812000275,,,
Country Code,19.35,-100.5367819,South Mexico,Tap,1/1/01,-66.66799927,-9.031999588,,,
Country Code,19.35,-100.2867819,South Mexico,Tap,1/1/01,-68.68199921,-9.343999863,,,
Country Code,19.35,-100.0367819,South Mexico,Tap,1/1/01,-70.77899933,-9.696000099,,,
Country Code,19.35,-99.7867819,South Mexico,Tap,1/1/01,-73.03700256,-10.08500004,,,
Country Code,19.35,-99.5367819,South Mexico,Tap,1/1/01,-71.54000092,-9.888999939,,,
Country Code,19.35,-99.2867819,South Mexico,Tap,1/1/01,-66.80200195,-9.220000267,,,
Country Code,19.35,-99.0367819,South Mexico,Tap,1/1/01,-65.39600372,-9.083000183,,,
Country Code,19.35,-98.7867819,South Mexico,Tap,1/1/01,-64.57900238,-8.857000351,,,
Country Code,19.35,-98.5367819,South Mexico,Tap,1/1/01,-63.84500122,-8.651000023,,,
Country Code,19.35,-98.2867819,South Mexico,Tap,1/1/01,-59.90299988,-8.241999626,,,
Country Code,19.35,-98.0367819,South Mexico,Tap,1/1/01,-58.1230011,-8.026000023,,,
Country Code,19.35,-97.7867819,South Mexico,Tap,1/1/01,-57.04700089,-7.912000179,,,
Country Code,19.35,-97.5367819,South Mexico,Tap,1/1/01,-55.71699905,-7.782999992,,,
Country Code,19.35,-97.2867819,South Mexico,Tap,1/1/01,-54.00699997,-7.637000084,,,
Country Code,19.35,-97.0367819,South Mexico,Tap,1/1/01,-53.17699814,-7.577000141,,,
Country Code,19.35,-96.7867819,South Mexico,Tap,1/1/01,-52.53499985,-7.538000107,,,
Country Code,19.35,-96.5367819,South Mexico,Tap,1/1/01,-52.96099854,-7.578000069,,,
Country Code,19.35,-90.5367819,Yucatan,Tap,1/1/01,-23.67499924,-3.858999968,,,
Country Code,19.35,-90.2867819,Yucatan,Tap,1/1/01,-23.98399925,-3.862999916,,,
Country Code,19.35,-90.0367819,Yucatan,Tap,1/1/01,-24.11000061,-3.905999899,,,
Country Code,19.35,-89.7867819,Yucatan,Tap,1/1/01,-24.22699928,-3.941999912,,,
Country Code,19.35,-89.5367819,Yucatan,Tap,1/1/01,-24.29100037,-3.970999956,,,
Country Code,19.35,-89.2867819,Yucatan,Tap,1/1/01,-24.30699921,-3.996000051,,,
Country Code,19.35,-89.0367819,Yucatan,Tap,1/1/01,-24.30999947,-4.020999908,,,
Country Code,19.35,-88.7867819,Yucatan,Tap,1/1/01,-23.74799919,-3.938999891,,,
Country Code,19.35,-88.5367819,Yucatan,Tap,1/1/01,-23.54500008,-3.937999964,,,
Country Code,19.35,-88.2867819,Yucatan,Tap,1/1/01,-22.91900063,-3.809000015,,,
Country Code,19.35,-88.0367819,Yucatan,Tap,1/1/01,-22.8239994,-3.790999889,,,
Country Code,19.35,-87.7867819,Yucatan,Tap,1/1/01,-22.86100006,-3.819999933,,,
Country Code,19.1,-104.2867819,South Mexico,Tap,1/1/01,-57.58100128,-8.449000359,,,
Country Code,19.1,-104.0367819,South Mexico,Tap,1/1/01,-57.59000015,-8.263999939,,,
Country Code,19.1,-103.7867819,South Mexico,Tap,1/1/01,-57.50600052,-8.104999542,,,
Country Code,19.1,-103.5367819,South Mexico,Tap,1/1/01,-57.56000137,-7.987999916,,,
Country Code,19.1,-103.2867819,South Mexico,Tap,1/1/01,-57.77399826,-7.929999828,,,
Country Code,19.1,-103.0367819,South Mexico,Tap,1/1/01,-58.33399963,-7.943999767,,,
Country Code,19.1,-102.7867819,South Mexico,Tap,1/1/01,-58.92399979,-7.978000164,,,
Country Code,19.1,-102.5367819,South Mexico,Tap,1/1/01,-58.96300125,-7.93900013,,,
Country Code,19.1,-102.2867819,South Mexico,Tap,1/1/01,-59.16400146,-7.93900013,,,
Country Code,19.1,-102.0367819,South Mexico,Tap,1/1/01,-59.45399857,-7.960000038,,,
Country Code,19.1,-101.7867819,South Mexico,Tap,1/1/01,-60.12099838,-8.076999664,,,
Country Code,19.1,-101.5367819,South Mexico,Tap,1/1/01,-60.86899948,-8.173000336,,,
Country Code,19.1,-101.2867819,South Mexico,Tap,1/1/01,-61.20000076,-8.222000122,,,
Country Code,19.1,-101.0367819,South Mexico,Tap,1/1/01,-61.85100174,-8.302000046,,,
Country Code,19.1,-100.7867819,South Mexico,Tap,1/1/01,-63.17499924,-8.529999733,,,
Country Code,19.1,-100.5367819,South Mexico,Tap,1/1/01,-65.04299927,-8.831999779,,,
Country Code,19.1,-100.2867819,South Mexico,Tap,1/1/01,-67.27600098,-9.199999809,,,
Country Code,19.1,-100.0367819,South Mexico,Tap,1/1/01,-69.52899933,-9.531999588,,,
Country Code,19.1,-99.7867819,South Mexico,Tap,1/1/01,-71.48300171,-9.859999657,,,
Country Code,19.1,-99.5367819,South Mexico,Tap,1/1/01,-70.80799866,-9.784999847,,,
Country Code,19.1,-99.2867819,South Mexico,Tap,1/1/01,-68.01999664,-9.376999855,,,
Country Code,19.1,-99.0367819,South Mexico,Tap,1/1/01,-66.20600128,-9.095000267,,,
Country Code,19.1,-98.7867819,South Mexico,Tap,1/1/01,-65.28600311,-8.887999535,,,
Country Code,19.1,-98.5367819,South Mexico,Tap,1/1/01,-64.59400177,-8.69699955,,,
Country Code,19.1,-98.2867819,South Mexico,Tap,1/1/01,-64.02999878,-8.555999756,,,
Country Code,19.1,-98.0367819,South Mexico,Tap,1/1/01,-60.875,-8.26099968,,,
Country Code,19.1,-97.7867819,South Mexico,Tap,1/1/01,-59.57500076,-8.121999741,,,
Country Code,19.1,-97.5367819,South Mexico,Tap,1/1/01,-58.36399841,-8.008999825,,,
Country Code,19.1,-97.2867819,South Mexico,Tap,1/1/01,-56.98300171,-7.879000187,,,
Country Code,19.1,-97.0367819,South Mexico,Tap,1/1/01,-56.10499954,-7.815999985,,,
Country Code,19.1,-96.7867819,South Mexico,Tap,1/1/01,-55.38499832,-7.769999981,,,
Country Code,19.1,-96.5367819,South Mexico,Tap,1/1/01,-61.09199905,-8.137000084,,,
Country Code,19.1,-96.2867819,South Mexico,Tap,1/1/01,-60.73300171,-8.118000031,,,
Country Code,19.1,-90.7867819,Yucatan,Tap,1/1/01,-24.08099937,-4.02699995,,,
Country Code,19.1,-90.5367819,Yucatan,Tap,1/1/01,-23.83600044,-3.970000029,,,
Country Code,19.1,-90.2867819,Yucatan,Tap,1/1/01,-24.51099968,-3.963999987,,,
Country Code,19.1,-90.0367819,Yucatan,Tap,1/1/01,-24.375,-3.960000038,,,
Country Code,19.1,-89.7867819,Yucatan,Tap,1/1/01,-24.3029995,-3.967999935,,,
Country Code,19.1,-89.5367819,Yucatan,Tap,1/1/01,-24.24099922,-3.977999926,,,
Country Code,19.1,-89.2867819,Yucatan,Tap,1/1/01,-24.18600082,-3.990999937,,,
Country Code,19.1,-89.0367819,Yucatan,Tap,1/1/01,-24.16200066,-4.010000229,,,
Country Code,19.1,-88.7867819,Yucatan,Tap,1/1/01,-24.21500015,-4.043000221,,,
Country Code,19.1,-88.5367819,Yucatan,Tap,1/1/01,-21.56500053,-3.703000069,,,
Country Code,19.1,-88.2867819,Yucatan,Tap,1/1/01,-23.35300064,-3.839999914,,,
Country Code,19.1,-88.0367819,Yucatan,Tap,1/1/01,-23.16500092,-3.812000036,,,
Country Code,19.1,-87.7867819,Yucatan,Tap,1/1/01,-23.26799965,-3.836999893,,,
Country Code,18.85,-103.7867819,South Mexico,Tap,1/1/01,-56.98899841,-8.06799984,,,
Country Code,18.85,-103.5367819,South Mexico,Tap,1/1/01,-57.19100189,-7.975999832,,,
Country Code,18.85,-103.2867819,South Mexico,Tap,1/1/01,-57.41699982,-7.918000221,,,
Country Code,18.85,-103.0367819,South Mexico,Tap,1/1/01,-57.75400162,-7.895999908,,,
Country Code,18.85,-102.7867819,South Mexico,Tap,1/1/01,-58.04299927,-7.883999825,,,
Country Code,18.85,-102.5367819,South Mexico,Tap,1/1/01,-58.16600037,-7.860000134,,,
Country Code,18.85,-102.2867819,South Mexico,Tap,1/1/01,-58.24399948,-7.84100008,,,
Country Code,18.85,-102.0367819,South Mexico,Tap,1/1/01,-58.80099869,-7.926000118,,,
Country Code,18.85,-101.7867819,South Mexico,Tap,1/1/01,-58.93899918,-7.940999985,,,
Country Code,18.85,-101.5367819,South Mexico,Tap,1/1/01,-59.06200027,-7.954999924,,,
Country Code,18.85,-101.2867819,South Mexico,Tap,1/1/01,-59.07300186,-7.943999767,,,
Country Code,18.85,-101.0367819,South Mexico,Tap,1/1/01,-59.21300125,-7.962999821,,,
Country Code,18.85,-100.7867819,South Mexico,Tap,1/1/01,-60.44900131,-8.168999672,,,
Country Code,18.85,-100.5367819,South Mexico,Tap,1/1/01,-62.78099823,-8.550999641,,,
Country Code,18.85,-100.2867819,South Mexico,Tap,1/1/01,-65.20200348,-8.951000214,,,
Country Code,18.85,-100.0367819,South Mexico,Tap,1/1/01,-67.59999847,-9.293999672,,,
Country Code,18.85,-99.7867819,South Mexico,Tap,1/1/01,-68.85199738,-9.49600029,,,
Country Code,18.85,-99.5367819,South Mexico,Tap,1/1/01,-68.93000031,-9.5,,,
Country Code,18.85,-99.2867819,South Mexico,Tap,1/1/01,-67.86299896,-9.315999985,,,
Country Code,18.85,-99.0367819,South Mexico,Tap,1/1/01,-66.66799927,-9.081000328,,,
Country Code,18.85,-98.7867819,South Mexico,Tap,1/1/01,-65.92500305,-8.890000343,,,
Country Code,18.85,-98.5367819,South Mexico,Tap,1/1/01,-65.40499878,-8.725000381,,,
Country Code,18.85,-98.2867819,South Mexico,Tap,1/1/01,-65.04499817,-8.602000237,,,
Country Code,18.85,-98.0367819,South Mexico,Tap,1/1/01,-64.40499878,-8.489999771,,,
Country Code,18.85,-97.7867819,South Mexico,Tap,1/1/01,-63.66600037,-8.394000053,,,
Country Code,18.85,-97.5367819,South Mexico,Tap,1/1/01,-62.94200134,-8.31799984,,,
Country Code,18.85,-97.2867819,South Mexico,Tap,1/1/01,-62.13499832,-8.232999802,,,
Country Code,18.85,-97.0367819,South Mexico,Tap,1/1/01,-61.64799881,-8.194999695,,,
Country Code,18.85,-96.7867819,South Mexico,Tap,1/1/01,-61.90399933,-8.223999977,,,
Country Code,18.85,-96.5367819,South Mexico,Tap,1/1/01,-61.55199814,-8.206999779,,,
Country Code,18.85,-96.2867819,South Mexico,Tap,1/1/01,-61.75799942,-8.272000313,,,
Country Code,18.85,-96.0367819,South Mexico,Tap,1/1/01,-54.34600067,-7.833000183,,,
Country Code,18.85,-91.2867819,Yucatan,Tap,1/1/01,-24.80900002,-4.375999928,,,
Country Code,18.85,-91.0367819,Yucatan,Tap,1/1/01,-24.52599907,-4.277999878,,,
Country Code,18.85,-90.7867819,Yucatan,Tap,1/1/01,-24.48699951,-4.175000191,,,
Country Code,18.85,-90.5367819,Yucatan,Tap,1/1/01,-24.30400085,-4.125999928,,,
Country Code,18.85,-90.2867819,Yucatan,Tap,1/1/01,-25.0510006,-4.081999779,,,
Country Code,18.85,-90.0367819,Yucatan,Tap,1/1/01,-24.71199989,-4.043000221,,,
Country Code,18.85,-89.7867819,Yucatan,Tap,1/1/01,-24.45199966,-4.019000053,,,
Country Code,18.85,-89.5367819,Yucatan,Tap,1/1/01,-24.23600006,-4.001999855,,,
Country Code,18.85,-89.2867819,Yucatan,Tap,1/1/01,-24.06299973,-3.993999958,,,
Country Code,18.85,-89.0367819,Yucatan,Tap,1/1/01,-23.95999908,-3.997999907,,,
Country Code,18.85,-88.7867819,Yucatan,Tap,1/1/01,-23.97200012,-4.020999908,,,
Country Code,18.85,-88.5367819,Yucatan,Tap,1/1/01,-24.32500076,-4.09499979,,,
Country Code,18.85,-88.2867819,Yucatan,Tap,1/1/01,-23.5739994,-3.885999918,,,
Country Code,18.85,-87.7867819,Yucatan,Tap,1/1/01,-23.60400009,-3.875,,,
Country Code,18.6,-103.5367819,South Mexico,Tap,1/1/01,-56.69300079,-7.929999828,,,
Country Code,18.6,-103.2867819,South Mexico,Tap,1/1/01,-56.87400055,-7.875,,,
Country Code,18.6,-103.0367819,South Mexico,Tap,1/1/01,-57.07300186,-7.836999893,,,
